"Povpreène meseène bruto plaèe (EUR) po statistiènih regijah prebivališèa, starostnih skupinah in spolu, Slovenija, letno"

"STATISTIÈNA REGIJA";"STAROST";"SPOL";"MERITVE";"LETO";Povpreène meseène bruto plaèe (EUR)
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2013";1043
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2014";1042
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2015";z
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2016";z
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2017";z
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2018";z
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2019";1275
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2008";834
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2009";856
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2010";950
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2011";986
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2012";1016
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2013";934
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2014";979
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2015";z
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2016";z
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2017";z
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2018";z
"Primorsko-notranjska";"15-24 let";"Ženske";"Povpreèje";"2019";1104
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2008";1218
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2009";1238
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2010";1273
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2011";1306
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2012";1317
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2013";1325
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2014";1355
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2015";1379
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2016";1395
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2017";1435
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2018";1505
"Primorsko-notranjska";"25-34 let";"Moški";"Povpreèje";"2019";1569
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2008";1156
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2009";1218
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2010";1244
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2011";1286
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2012";1281
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2013";1265
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2014";1269
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2015";1262
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2016";1288
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2017";1328
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2018";1362
"Primorsko-notranjska";"25-34 let";"Ženske";"Povpreèje";"2019";1408
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2008";1399
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2009";1434
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2010";1471
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2011";1517
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2012";1557
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2013";1554
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2014";1588
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2015";1642
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2016";1664
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2017";1702
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2018";1780
"Primorsko-notranjska";"35-44 let";"Moški";"Povpreèje";"2019";1815
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2008";1238
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2009";1342
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2010";1353
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2011";1394
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2012";1435
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2013";1440
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2014";1476
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2015";1489
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2016";1530
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2017";1571
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2018";1619
"Primorsko-notranjska";"35-44 let";"Ženske";"Povpreèje";"2019";1695
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2008";1437
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2009";1451
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2010";1481
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2011";1549
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2012";1585
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2013";1561
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2014";1619
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2015";1635
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2016";1699
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2017";1751
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2018";1824
"Primorsko-notranjska";"45-54 let";"Moški";"Povpreèje";"2019";z
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2008";1317
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2009";1416
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2010";1444
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2011";1480
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2012";1492
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2013";1489
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2014";1499
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2015";1516
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2016";1543
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2017";1568
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2018";1603
"Primorsko-notranjska";"45-54 let";"Ženske";"Povpreèje";"2019";z
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2008";1590
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2009";1635
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2010";1665
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2011";1751
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2012";1744
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2013";1729
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2014";1784
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2015";1799
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2016";1781
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2017";1792
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2018";1815
"Primorsko-notranjska";"55-64 let";"Moški";"Povpreèje";"2019";1851
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2008";1656
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2009";1701
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2010";1718
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2011";1768
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2012";1787
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2013";1704
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2014";1702
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2015";1671
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2016";1739
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2017";1783
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2018";1797
"Primorsko-notranjska";"55-64 let";"Ženske";"Povpreèje";"2019";1859
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2008";3902
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2009";4079
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2010";3543
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2011";3152
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2012";3877
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2013";4362
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2014";3388
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2015";z
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2016";z
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2017";z
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2018";z
"Primorsko-notranjska";"65 let ali veè";"Moški";"Povpreèje";"2019";z
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2008";z
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2009";-
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2010";-
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2011";-
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2012";z
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2013";z
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2014";z
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2015";z
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2016";z
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2017";z
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2018";z
"Primorsko-notranjska";"65 let ali veè";"Ženske";"Povpreèje";"2019";z
"Goriška";"15-64 let";"Moški";"Povpreèje";"2008";1478
"Goriška";"15-64 let";"Moški";"Povpreèje";"2009";1482
"Goriška";"15-64 let";"Moški";"Povpreèje";"2010";1544
"Goriška";"15-64 let";"Moški";"Povpreèje";"2011";1590
"Goriška";"15-64 let";"Moški";"Povpreèje";"2012";1593
"Goriška";"15-64 let";"Moški";"Povpreèje";"2013";1574
"Goriška";"15-64 let";"Moški";"Povpreèje";"2014";1619
"Goriška";"15-64 let";"Moški";"Povpreèje";"2015";z
"Goriška";"15-64 let";"Moški";"Povpreèje";"2016";z
"Goriška";"15-64 let";"Moški";"Povpreèje";"2017";1700
"Goriška";"15-64 let";"Moški";"Povpreèje";"2018";1752
"Goriška";"15-64 let";"Moški";"Povpreèje";"2019";1803
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2008";1336
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2009";1404
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2010";1457
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2011";1484
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2012";1485
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2013";1468
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2014";1504
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2015";z
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2016";z
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2017";1578
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2018";1618
"Goriška";"15-64 let";"Ženske";"Povpreèje";"2019";1690
"Goriška";"15-24 let";"Moški";"Povpreèje";"2008";898
"Goriška";"15-24 let";"Moški";"Povpreèje";"2009";873
"Goriška";"15-24 let";"Moški";"Povpreèje";"2010";946
"Goriška";"15-24 let";"Moški";"Povpreèje";"2011";1004
"Goriška";"15-24 let";"Moški";"Povpreèje";"2012";1029
"Goriška";"15-24 let";"Moški";"Povpreèje";"2013";1026
"Goriška";"15-24 let";"Moški";"Povpreèje";"2014";1045
"Goriška";"15-24 let";"Moški";"Povpreèje";"2015";z
"Goriška";"15-24 let";"Moški";"Povpreèje";"2016";z
"Goriška";"15-24 let";"Moški";"Povpreèje";"2017";1142
"Goriška";"15-24 let";"Moški";"Povpreèje";"2018";1173
"Goriška";"15-24 let";"Moški";"Povpreèje";"2019";1234
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2008";868
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2009";868
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2010";915
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2011";950
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2012";955
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2013";927
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2014";928
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2015";z
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2016";z
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2017";1056
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2018";1106
"Goriška";"15-24 let";"Ženske";"Povpreèje";"2019";1115
"Goriška";"25-34 let";"Moški";"Povpreèje";"2008";1273
"Goriška";"25-34 let";"Moški";"Povpreèje";"2009";1256
"Goriška";"25-34 let";"Moški";"Povpreèje";"2010";1309
"Goriška";"25-34 let";"Moški";"Povpreèje";"2011";1325
"Goriška";"25-34 let";"Moški";"Povpreèje";"2012";1335
"Goriška";"25-34 let";"Moški";"Povpreèje";"2013";1340
"Goriška";"25-34 let";"Moški";"Povpreèje";"2014";1354
"Goriška";"25-34 let";"Moški";"Povpreèje";"2015";1363
"Goriška";"25-34 let";"Moški";"Povpreèje";"2016";1393
"Goriška";"25-34 let";"Moški";"Povpreèje";"2017";1424
"Goriška";"25-34 let";"Moški";"Povpreèje";"2018";1476
"Goriška";"25-34 let";"Moški";"Povpreèje";"2019";1529
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2008";1201
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2009";1235
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2010";1254
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2011";1273
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2012";1258
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2013";1243
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2014";1249
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2015";1241
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2016";1278
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2017";1309
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2018";1357
"Goriška";"25-34 let";"Ženske";"Povpreèje";"2019";1403
"Goriška";"35-44 let";"Moški";"Povpreèje";"2008";1533
"Goriška";"35-44 let";"Moški";"Povpreèje";"2009";1547
"Goriška";"35-44 let";"Moški";"Povpreèje";"2010";1599
"Goriška";"35-44 let";"Moški";"Povpreèje";"2011";1633
"Goriška";"35-44 let";"Moški";"Povpreèje";"2012";1626
"Goriška";"35-44 let";"Moški";"Povpreèje";"2013";1598
"Goriška";"35-44 let";"Moški";"Povpreèje";"2014";1650
"Goriška";"35-44 let";"Moški";"Povpreèje";"2015";1646
"Goriška";"35-44 let";"Moški";"Povpreèje";"2016";1687
"Goriška";"35-44 let";"Moški";"Povpreèje";"2017";1714
"Goriška";"35-44 let";"Moški";"Povpreèje";"2018";1776
"Goriška";"35-44 let";"Moški";"Povpreèje";"2019";1822
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2008";1332
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2009";1389
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2010";1444
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2011";1462
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2012";1463
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2013";1449
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2014";1492
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2015";1485
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2016";1540
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2017";1553
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2018";1588
"Goriška";"35-44 let";"Ženske";"Povpreèje";"2019";1663
"Goriška";"45-54 let";"Moški";"Povpreèje";"2008";1580
"Goriška";"45-54 let";"Moški";"Povpreèje";"2009";1580
"Goriška";"45-54 let";"Moški";"Povpreèje";"2010";1639
"Goriška";"45-54 let";"Moški";"Povpreèje";"2011";1705
"Goriška";"45-54 let";"Moški";"Povpreèje";"2012";1686
"Goriška";"45-54 let";"Moški";"Povpreèje";"2013";1659
"Goriška";"45-54 let";"Moški";"Povpreèje";"2014";1697
"Goriška";"45-54 let";"Moški";"Povpreèje";"2015";1707
"Goriška";"45-54 let";"Moški";"Povpreèje";"2016";1781
"Goriška";"45-54 let";"Moški";"Povpreèje";"2017";1810
"Goriška";"45-54 let";"Moški";"Povpreèje";"2018";1864
"Goriška";"45-54 let";"Moški";"Povpreèje";"2019";1933
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2008";1397
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2009";1474
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2010";1538
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2011";1547
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2012";1544
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2013";1508
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2014";1534
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2015";1524
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2016";1572
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2017";1612
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2018";1664
"Goriška";"45-54 let";"Ženske";"Povpreèje";"2019";1745
"Goriška";"55-64 let";"Moški";"Povpreèje";"2008";1798
"Goriška";"55-64 let";"Moški";"Povpreèje";"2009";1834
"Goriška";"55-64 let";"Moški";"Povpreèje";"2010";1914
"Goriška";"55-64 let";"Moški";"Povpreèje";"2011";1952
"Goriška";"55-64 let";"Moški";"Povpreèje";"2012";1964
"Goriška";"55-64 let";"Moški";"Povpreèje";"2013";1878
"Goriška";"55-64 let";"Moški";"Povpreèje";"2014";1917
"Goriška";"55-64 let";"Moški";"Povpreèje";"2015";1909
"Goriška";"55-64 let";"Moški";"Povpreèje";"2016";1917
"Goriška";"55-64 let";"Moški";"Povpreèje";"2017";1926
"Goriška";"55-64 let";"Moški";"Povpreèje";"2018";1965
"Goriška";"55-64 let";"Moški";"Povpreèje";"2019";2014
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2008";1769
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2009";1941
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2010";1972
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2011";1959
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2012";1943
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2013";1838
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2014";1809
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2015";1785
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2016";1829
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2017";1803
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2018";1827
"Goriška";"55-64 let";"Ženske";"Povpreèje";"2019";1899
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2008";3804
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2009";4703
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2010";4225
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2011";4052
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2012";4096
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2013";3692
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2014";3321
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2015";z
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2016";z
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2017";3130
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2018";3083
"Goriška";"65 let ali veè";"Moški";"Povpreèje";"2019";3026
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2008";z
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2009";z
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2010";z
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2011";z
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2012";z
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2013";z
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2014";z
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2015";z
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2016";z
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2017";2290
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2018";3377
"Goriška";"65 let ali veè";"Ženske";"Povpreèje";"2019";2933
