"Povpreène meseène bruto plaèe (EUR) po skupinah poklicev (SKP-08) in spolu, Slovenija, letno"

"POKLIC";"SPOL";"MERITVE";"LETO";Povpreène meseène bruto plaèe (EUR, SKP-08)
"122 Menedžerji/menedžerke za trženje, prodajo in razvoj";"Moški";"Povpreèje";"2019";3402
"122 Menedžerji/menedžerke za trženje, prodajo in razvoj";"Ženske";"Povpreèje";"2011";-
"122 Menedžerji/menedžerke za trženje, prodajo in razvoj";"Ženske";"Povpreèje";"2012";-
"122 Menedžerji/menedžerke za trženje, prodajo in razvoj";"Ženske";"Povpreèje";"2013";-
"122 Menedžerji/menedžerke za trženje, prodajo in razvoj";"Ženske";"Povpreèje";"2014";-
"122 Menedžerji/menedžerke za trženje, prodajo in razvoj";"Ženske";"Povpreèje";"2015";-
"122 Menedžerji/menedžerke za trženje, prodajo in razvoj";"Ženske";"Povpreèje";"2016";-
"122 Menedžerji/menedžerke za trženje, prodajo in razvoj";"Ženske";"Povpreèje";"2017";-
"122 Menedžerji/menedžerke za trženje, prodajo in razvoj";"Ženske";"Povpreèje";"2018";-
"122 Menedžerji/menedžerke za trženje, prodajo in razvoj";"Ženske";"Povpreèje";"2019";3105
"1221 Menedžerji/menedžerke za trženje in prodajo";"Moški";"Povpreèje";"2011";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Moški";"Povpreèje";"2012";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Moški";"Povpreèje";"2013";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Moški";"Povpreèje";"2014";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Moški";"Povpreèje";"2015";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Moški";"Povpreèje";"2016";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Moški";"Povpreèje";"2017";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Moški";"Povpreèje";"2018";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Moški";"Povpreèje";"2019";3411
"1221 Menedžerji/menedžerke za trženje in prodajo";"Ženske";"Povpreèje";"2011";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Ženske";"Povpreèje";"2012";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Ženske";"Povpreèje";"2013";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Ženske";"Povpreèje";"2014";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Ženske";"Povpreèje";"2015";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Ženske";"Povpreèje";"2016";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Ženske";"Povpreèje";"2017";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Ženske";"Povpreèje";"2018";-
"1221 Menedžerji/menedžerke za trženje in prodajo";"Ženske";"Povpreèje";"2019";3086
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Moški";"Povpreèje";"2011";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Moški";"Povpreèje";"2012";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Moški";"Povpreèje";"2013";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Moški";"Povpreèje";"2014";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Moški";"Povpreèje";"2015";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Moški";"Povpreèje";"2016";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Moški";"Povpreèje";"2017";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Moški";"Povpreèje";"2018";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Moški";"Povpreèje";"2019";2453
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Ženske";"Povpreèje";"2011";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Ženske";"Povpreèje";"2012";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Ženske";"Povpreèje";"2013";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Ženske";"Povpreèje";"2014";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Ženske";"Povpreèje";"2015";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Ženske";"Povpreèje";"2016";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Ženske";"Povpreèje";"2017";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Ženske";"Povpreèje";"2018";-
"1222 Menedžerji/menedžerke za oglaševanje in odnose z javnostmi";"Ženske";"Povpreèje";"2019";2736
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Moški";"Povpreèje";"2011";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Moški";"Povpreèje";"2012";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Moški";"Povpreèje";"2013";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Moški";"Povpreèje";"2014";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Moški";"Povpreèje";"2015";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Moški";"Povpreèje";"2016";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Moški";"Povpreèje";"2017";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Moški";"Povpreèje";"2018";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Moški";"Povpreèje";"2019";3701
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Ženske";"Povpreèje";"2011";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Ženske";"Povpreèje";"2012";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Ženske";"Povpreèje";"2013";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Ženske";"Povpreèje";"2014";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Ženske";"Povpreèje";"2015";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Ženske";"Povpreèje";"2016";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Ženske";"Povpreèje";"2017";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Ženske";"Povpreèje";"2018";-
"1223 Menedžerji/menedžerke za raziskave in razvoj";"Ženske";"Povpreèje";"2019";3589
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Moški";"Povpreèje";"2011";2466
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Moški";"Povpreèje";"2012";2668
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Moški";"Povpreèje";"2013";2579
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Moški";"Povpreèje";"2014";2512
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Moški";"Povpreèje";"2015";2515
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Moški";"Povpreèje";"2016";2498
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Moški";"Povpreèje";"2017";2512
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Moški";"Povpreèje";"2018";2617
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Moški";"Povpreèje";"2019";2687
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Ženske";"Povpreèje";"2011";2389
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Ženske";"Povpreèje";"2012";2481
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Ženske";"Povpreèje";"2013";2462
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Ženske";"Povpreèje";"2014";2444
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Ženske";"Povpreèje";"2015";2432
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Ženske";"Povpreèje";"2016";2438
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Ženske";"Povpreèje";"2017";2464
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Ženske";"Povpreèje";"2018";2531
"13 Menedžerji za proizvodnjo in specializirane strokovne in tehniène storitve";"Ženske";"Povpreèje";"2019";2612
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Moški";"Povpreèje";"2011";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Moški";"Povpreèje";"2012";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Moški";"Povpreèje";"2013";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Moški";"Povpreèje";"2014";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Moški";"Povpreèje";"2015";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Moški";"Povpreèje";"2016";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Moški";"Povpreèje";"2017";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Moški";"Povpreèje";"2018";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Moški";"Povpreèje";"2019";2807
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Ženske";"Povpreèje";"2011";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Ženske";"Povpreèje";"2012";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Ženske";"Povpreèje";"2013";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Ženske";"Povpreèje";"2014";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Ženske";"Povpreèje";"2015";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Ženske";"Povpreèje";"2016";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Ženske";"Povpreèje";"2017";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Ženske";"Povpreèje";"2018";-
"131 Menedžerji/menedžerke za proizvodnjo v kmetijstvu, gozdarstvu in ribištvu";"Ženske";"Povpreèje";"2019";2774
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Moški";"Povpreèje";"2011";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Moški";"Povpreèje";"2012";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Moški";"Povpreèje";"2013";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Moški";"Povpreèje";"2014";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Moški";"Povpreèje";"2015";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Moški";"Povpreèje";"2016";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Moški";"Povpreèje";"2017";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Moški";"Povpreèje";"2018";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Moški";"Povpreèje";"2019";z
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Ženske";"Povpreèje";"2011";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Ženske";"Povpreèje";"2012";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Ženske";"Povpreèje";"2013";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Ženske";"Povpreèje";"2014";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Ženske";"Povpreèje";"2015";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Ženske";"Povpreèje";"2016";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Ženske";"Povpreèje";"2017";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Ženske";"Povpreèje";"2018";-
"1311 Menedžerji/menedžerke za proizvodnjo v kmetijstvu in gozdarstvu";"Ženske";"Povpreèje";"2019";z
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Moški";"Povpreèje";"2011";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Moški";"Povpreèje";"2012";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Moški";"Povpreèje";"2013";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Moški";"Povpreèje";"2014";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Moški";"Povpreèje";"2015";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Moški";"Povpreèje";"2016";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Moški";"Povpreèje";"2017";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Moški";"Povpreèje";"2018";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Moški";"Povpreèje";"2019";z
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Ženske";"Povpreèje";"2011";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Ženske";"Povpreèje";"2012";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Ženske";"Povpreèje";"2013";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Ženske";"Povpreèje";"2014";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Ženske";"Povpreèje";"2015";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Ženske";"Povpreèje";"2016";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Ženske";"Povpreèje";"2017";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Ženske";"Povpreèje";"2018";-
"1312 Menedžerji/menedžerke za proizvodnjo v ribištvu in ribogojstvu";"Ženske";"Povpreèje";"2019";z
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Moški";"Povpreèje";"2011";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Moški";"Povpreèje";"2012";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Moški";"Povpreèje";"2013";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Moški";"Povpreèje";"2014";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Moški";"Povpreèje";"2015";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Moški";"Povpreèje";"2016";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Moški";"Povpreèje";"2017";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Moški";"Povpreèje";"2018";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Moški";"Povpreèje";"2019";2639
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Ženske";"Povpreèje";"2011";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Ženske";"Povpreèje";"2012";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Ženske";"Povpreèje";"2013";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Ženske";"Povpreèje";"2014";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Ženske";"Povpreèje";"2015";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Ženske";"Povpreèje";"2016";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Ženske";"Povpreèje";"2017";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Ženske";"Povpreèje";"2018";-
"132 Menedžerji/menedžerke za proizvodnjo v rudarstvu, predelovalnih dejavnostih, gradbeništvu in distribuciji";"Ženske";"Povpreèje";"2019";2532
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Moški";"Povpreèje";"2011";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Moški";"Povpreèje";"2012";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Moški";"Povpreèje";"2013";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Moški";"Povpreèje";"2014";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Moški";"Povpreèje";"2015";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Moški";"Povpreèje";"2016";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Moški";"Povpreèje";"2017";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Moški";"Povpreèje";"2018";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Moški";"Povpreèje";"2019";2917
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Ženske";"Povpreèje";"2011";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Ženske";"Povpreèje";"2012";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Ženske";"Povpreèje";"2013";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Ženske";"Povpreèje";"2014";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Ženske";"Povpreèje";"2015";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Ženske";"Povpreèje";"2016";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Ženske";"Povpreèje";"2017";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Ženske";"Povpreèje";"2018";-
"1321 Menedžerji/menedžerke za proizvodnjo v predelovalnih dejavnostih in za oskrbo z energenti";"Ženske";"Povpreèje";"2019";2477
"1322 Menedžerji/menedžerke za proizvodnjo v rudarski dejavnosti";"Moški";"Povpreèje";"2011";-
"1322 Menedžerji/menedžerke za proizvodnjo v rudarski dejavnosti";"Moški";"Povpreèje";"2012";-
"1322 Menedžerji/menedžerke za proizvodnjo v rudarski dejavnosti";"Moški";"Povpreèje";"2013";-
"1322 Menedžerji/menedžerke za proizvodnjo v rudarski dejavnosti";"Moški";"Povpreèje";"2014";-
"1322 Menedžerji/menedžerke za proizvodnjo v rudarski dejavnosti";"Moški";"Povpreèje";"2015";-
